Id Commande,Id client,Categorie,Article,Prix unitaire,Quantité,Depense totale,Methode de paiement,Lieu,Date de commande
TXN_7528741,Client_25,Boissons,Article_11_BOI,20.0,5.0,100.0,Espèce,En ligne,2022-01-20
TXN_1916761,Client_16,Appareil menager electrique,Article_8_ELEC,15.5,3.0,46.5,Carte de credit,En ligne,2022-08-26
TXN_1957321,Client_17,Produit laitier,Article_20_LAIT,33.5,10.0,335.0,Carte de credit,En magasin,2023-07-21
TXN_3638611,Client_10,Patisserie,Article_4_PAT,9.5,3.0,28.5,Portefeuille electronique,En ligne,2022-04-20
TXN_8244589,Client_02,Bouchers,Article_24_BOU,39.5,6.0,237.0,Portefeuille electronique,En magasin,2022-04-04
TXN_9777724,Client_21,Nourriture,Article_11_NOUR,20.0,9.0,180.0,Portefeuille electronique,En ligne,2024-05-22
TXN_6595686,Client_18,Produit laitier,inconnu,32.0,0.0,0.0,Espèce,En ligne,2023-11-13
TXN_8089106,Client_17,Boissons,Article_10_BOI,18.5,10.0,185.0,Portefeuille electronique,En ligne,2022-09-30
TXN_8316905,Client_09,Patisserie,Article_15_PAT,26.0,2.0,52.0,Portefeuille electronique,En ligne,2024-08-27
TXN_3943422,Client_19,Patisserie,inconnu,41.0,0.0,0.0,Carte de credit,En magasin,2024-12-09
TXN_7733378,Client_10,Ordinateurs et accessoires electriques,Article_19_ORDI,32.0,9.0,288.0,Carte de credit,En magasin,2024-04-04
TXN_5156689,Client_04,Ordinateurs et accessoires electriques,Article_5_ORDI,11.0,8.0,88.0,Portefeuille electronique,En ligne,2023-01-31
TXN_1073711,Client_24,Meubles,Article_2_MEU,6.5,6.0,39.0,Portefeuille electronique,En magasin,2024-01-02
TXN_6263807,Client_10,Ordinateurs et accessoires electriques,Article_16_ORDI,27.5,6.0,165.0,Espèce,En magasin,2023-03-06
TXN_8888063,Client_10,Patisserie,Article_23_PAT,38.0,8.0,304.0,Espèce,En magasin,2024-02-22
TXN_1220342,Client_04,Patisserie,Article_24_PAT,39.5,10.0,395.0,Carte de credit,En magasin,2024-04-03
TXN_5804265,Client_11,Ordinateurs et accessoires electriques,Article_20_ORDI,33.5,2.0,67.0,Portefeuille electronique,En ligne,2025-01-18
TXN_8098647,Client_10,Nourriture,Article_18_NOUR,30.5,5.0,152.5,Espèce,En magasin,2022-02-03
TXN_1806496,Client_23,Meubles,Article_15_MEU,26.0,8.0,208.0,Portefeuille electronique,En ligne,2024-05-09
TXN_7007206,Client_19,Meubles,Article_8_MEU,15.5,8.0,124.0,Carte de credit,En magasin,2022-05-22
TXN_1862964,Client_01,Ordinateurs et accessoires electriques,Article_16_ORDI,27.5,3.0,82.5,Espèce,En magasin,2023-02-23
TXN_6182374,Client_04,Meubles,Article_23_MEU,38.0,5.0,190.0,Espèce,En magasin,2024-03-27
TXN_4062280,Client_01,Ordinateurs et accessoires electriques,Article_22_ORDI,36.5,6.0,219.0,Portefeuille electronique,En magasin,2023-06-16
TXN_5701600,Client_18,Ordinateurs et accessoires electriques,Article_1_ORDI,5.0,5.0,25.0,Carte de credit,En magasin,2022-06-01
TXN_9758765,Client_07,Appareil menager electrique,Article_25_ELEC,41.0,1.0,41.0,Espèce,En magasin,2025-01-02
TXN_9616920,Client_05,Nourriture,Article_4_NOUR,9.5,9.0,85.5,Espèce,En magasin,2022-09-28
TXN_2261622,Client_02,Boissons,inconnu,0.0,9.0,180.0,Espèce,En magasin,2022-09-27
TXN_9333110,Client_15,Ordinateurs et accessoires electriques,inconnu,0.0,2.0,22.0,Espèce,En magasin,2024-07-03
TXN_1181808,Client_23,Meubles,Article_7_MEU,14.0,4.0,56.0,Espèce,En ligne,2023-09-21
TXN_3724097,Client_22,Produit laitier,Article_5_LAIT,11.0,7.0,77.0,Espèce,En ligne,2023-02-27
TXN_7761566,Client_10,Nourriture,Article_12_NOUR,21.5,2.0,43.0,Espèce,En magasin,2022-04-19
TXN_7439699,Client_05,Patisserie,Article_11_PAT,20.0,2.0,40.0,Espèce,En ligne,2023-11-01
TXN_8964634,Client_02,Nourriture,Article_21_NOUR,35.0,5.0,175.0,Espèce,En magasin,2022-10-22
TXN_3125291,Client_14,Ordinateurs et accessoires electriques,Article_5_ORDI,11.0,9.0,99.0,Carte de credit,En ligne,2023-11-01
TXN_2157640,Client_25,Nourriture,Article_1_NOUR,5.0,3.0,15.0,Portefeuille electronique,En magasin,2023-06-12
TXN_8666705,Client_06,Nourriture,Article_20_NOUR,33.5,3.0,100.5,Carte de credit,En ligne,2023-03-02
TXN_4886619,Client_16,Patisserie,Article_14_PAT,24.5,8.0,196.0,Carte de credit,En magasin,2023-05-23
TXN_9641889,Client_03,Patisserie,Article_17_PAT,29.0,3.0,87.0,Carte de credit,En ligne,2022-10-17
TXN_3333627,Client_02,Boissons,Article_14_BOI,24.5,9.0,220.5,Carte de credit,En ligne,2022-04-07
TXN_9645461,Client_13,Bouchers,Article_11_BOU,20.0,3.0,60.0,Portefeuille electronique,En ligne,2024-08-23
TXN_7346843,Client_18,Boissons,Article_16_BOI,27.5,10.0,275.0,Carte de credit,En ligne,2023-04-25
TXN_5445578,Client_11,Meubles,inconnu,0.0,8.0,52.0,Carte de credit,En magasin,2023-04-11
TXN_6989369,Client_12,Appareil menager electrique,Article_19_ELEC,32.0,2.0,64.0,Portefeuille electronique,En magasin,2022-04-16
TXN_3096751,Client_20,Bouchers,Article_25_BOU,41.0,3.0,123.0,Carte de credit,En magasin,2023-03-09
TXN_9698787,Client_09,Boissons,inconnu,0.0,3.0,28.5,Espèce,En ligne,2024-11-13
TXN_8264473,Client_03,Appareil menager electrique,Article_8_ELEC,15.5,5.0,77.5,Carte de credit,En magasin,2024-12-13
TXN_2031274,Client_05,Appareil menager electrique,Article_20_ELEC,33.5,7.0,234.5,Portefeuille electronique,En magasin,2023-07-12
TXN_1471597,Client_16,Meubles,Article_24_MEU,39.5,1.0,39.5,Espèce,En ligne,2023-10-21
TXN_1178538,Client_22,Produit laitier,Article_6_LAIT,12.5,8.0,100.0,Portefeuille electronique,En ligne,2022-06-08
TXN_9312548,Client_11,Ordinateurs et accessoires electriques,Article_15_ORDI,26.0,4.0,104.0,Carte de credit,En magasin,2022-01-28
TXN_4636705,Client_16,Produit laitier,Article_4_LAIT,9.5,5.0,47.5,Espèce,En ligne,2023-03-13
TXN_3574025,Client_18,Produit laitier,Article_1_LAIT,5.0,8.0,40.0,Espèce,En magasin,2024-10-06
TXN_5577538,Client_08,Nourriture,Article_14_NOUR,24.5,8.0,196.0,Carte de credit,En ligne,2023-01-28
TXN_5405889,Client_05,Patisserie,Article_7_PAT,14.0,1.0,14.0,Espèce,En ligne,2023-01-08
TXN_8887105,Client_15,Appareil menager electrique,Article_2_ELEC,6.5,9.0,58.5,Portefeuille electronique,En ligne,2024-11-14
TXN_9906846,Client_08,Boissons,inconnu,9.5,0.0,0.0,Espèce,En ligne,2023-10-03
TXN_5237132,Client_08,Meubles,inconnu,41.0,0.0,0.0,Portefeuille electronique,En magasin,2022-11-28
TXN_9290887,Client_21,Produit laitier,Article_11_LAIT,20.0,1.0,20.0,Portefeuille electronique,En magasin,2023-04-13
TXN_9740238,Client_20,Ordinateurs et accessoires electriques,Article_7_ORDI,14.0,7.0,98.0,Espèce,En magasin,2022-01-14
TXN_5285633,Client_04,Meubles,Article_25_MEU,41.0,9.0,369.0,Portefeuille electronique,En magasin,2024-07-16
TXN_8393896,Client_06,Ordinateurs et accessoires electriques,Article_15_ORDI,26.0,8.0,208.0,Espèce,En magasin,2022-05-26
TXN_2883620,Client_01,Bouchers,Article_16_BOU,27.5,5.0,137.5,Espèce,En magasin,2022-08-03
TXN_6764729,Client_24,Bouchers,Article_6_BOU,12.5,9.0,112.5,Carte de credit,En magasin,2022-03-08
TXN_3119083,Client_23,Ordinateurs et accessoires electriques,Article_9_ORDI,17.0,10.0,170.0,Carte de credit,En ligne,2023-08-02
TXN_3843142,Client_09,Meubles,Article_5_MEU,11.0,5.0,55.0,Portefeuille electronique,En magasin,2022-02-04
TXN_1221943,Client_12,Meubles,Article_10_MEU,18.5,10.0,185.0,Portefeuille electronique,En ligne,2024-10-02
TXN_5782507,Client_21,Produit laitier,Article_16_LAIT,27.5,3.0,82.5,Portefeuille electronique,En magasin,2024-10-02
TXN_5659774,Client_25,Bouchers,Article_1_BOU,5.0,10.0,50.0,Carte de credit,En magasin,2025-01-04
TXN_1857275,Client_04,Meubles,Article_25_MEU,41.0,2.0,82.0,Carte de credit,En ligne,2023-11-14
TXN_2299437,Client_10,Ordinateurs et accessoires electriques,Article_5_ORDI,11.0,10.0,110.0,Carte de credit,En magasin,2023-12-16
TXN_8242300,Client_16,Meubles,Article_4_MEU,9.5,7.0,66.5,Espèce,En ligne,2022-01-10
TXN_8355945,Client_24,Ordinateurs et accessoires electriques,Article_12_ORDI,21.5,6.0,129.0,Espèce,En ligne,2024-03-10
TXN_9925855,Client_03,Boissons,inconnu,0.0,8.0,304.0,Portefeuille electronique,En magasin,2024-10-02
TXN_1266935,Client_05,Ordinateurs et accessoires electriques,Article_19_ORDI,32.0,1.0,32.0,Espèce,En ligne,2023-10-26
TXN_4634440,Client_18,Patisserie,Article_9_PAT,17.0,8.0,136.0,Carte de credit,En magasin,2023-03-03
TXN_7826312,Client_09,Boissons,Article_11_BOI,20.0,8.0,160.0,Espèce,En magasin,2025-01-17
TXN_7003816,Client_10,Bouchers,inconnu,0.0,1.0,21.5,Carte de credit,En magasin,2024-07-15
TXN_7841888,Client_25,Nourriture,Article_4_NOUR,9.5,5.0,47.5,Carte de credit,En magasin,2023-06-01
TXN_8332438,Client_12,Bouchers,inconnu,0.0,2.0,16.0,Carte de credit,En ligne,2024-04-19
TXN_3649978,Client_03,Bouchers,inconnu,20.0,0.0,0.0,Portefeuille electronique,En magasin,2023-06-13
TXN_2897744,Client_07,Bouchers,Article_13_BOU,23.0,9.0,207.0,Carte de credit,En magasin,2022-12-30
TXN_6909418,Client_08,Appareil menager electrique,Article_23_ELEC,38.0,1.0,38.0,Carte de credit,En magasin,2024-11-11
TXN_6743729,Client_15,Patisserie,Article_24_PAT,39.5,1.0,39.5,Carte de credit,En magasin,2022-03-27
TXN_7688827,Client_18,Appareil menager electrique,Article_19_ELEC,32.0,3.0,96.0,Carte de credit,En magasin,2023-01-15
TXN_2756377,Client_15,Nourriture,Article_25_NOUR,41.0,7.0,287.0,Espèce,En magasin,2024-06-26
TXN_4976644,Client_16,Boissons,Article_1_BOI,5.0,5.0,25.0,Portefeuille electronique,En magasin,2023-02-17
TXN_4327045,Client_08,Appareil menager electrique,inconnu,0.0,9.0,369.0,Espèce,En ligne,2024-08-11
TXN_1071181,Client_20,Meubles,Article_17_MEU,29.0,6.0,174.0,Espèce,En ligne,2023-04-16
TXN_8733845,Client_04,Patisserie,Article_15_PAT,26.0,8.0,208.0,Espèce,En magasin,2024-06-16
TXN_3341595,Client_11,Ordinateurs et accessoires electriques,Article_16_ORDI,27.5,10.0,275.0,Portefeuille electronique,En ligne,2022-08-05
TXN_4888163,Client_12,Ordinateurs et accessoires electriques,Article_6_ORDI,12.5,9.0,112.5,Portefeuille electronique,En magasin,2023-01-10
TXN_9069875,Client_12,Patisserie,Article_20_PAT,33.5,1.0,33.5,Portefeuille electronique,En ligne,2022-05-21
TXN_8611391,Client_01,Boissons,Article_20_BOI,33.5,1.0,33.5,Carte de credit,En ligne,2023-03-24
TXN_4923784,Client_16,Patisserie,Article_11_PAT,20.0,9.0,180.0,Carte de credit,En magasin,2022-09-20
TXN_8713743,Client_07,Produit laitier,Article_18_LAIT,30.5,8.0,244.0,Portefeuille electronique,En ligne,2024-05-29
TXN_6366734,Client_17,Nourriture,Article_18_NOUR,30.5,4.0,122.0,Portefeuille electronique,En magasin,2024-04-29
TXN_2866599,Client_14,Nourriture,Article_21_NOUR,35.0,9.0,315.0,Carte de credit,En magasin,2023-10-13
TXN_9180837,Client_24,Produit laitier,Article_7_LAIT,14.0,3.0,42.0,Portefeuille electronique,En magasin,2025-01-06
TXN_4251687,Client_25,Ordinateurs et accessoires electriques,Article_6_ORDI,12.5,7.0,87.5,Espèce,En magasin,2022-07-19
TXN_1436725,Client_05,Patisserie,Article_13_PAT,23.0,7.0,161.0,Portefeuille electronique,En ligne,2025-01-14
TXN_2582569,Client_13,Meubles,Article_20_MEU,33.5,3.0,100.5,Espèce,En magasin,2022-06-24
TXN_7831436,Client_12,Meubles,Article_25_MEU,41.0,4.0,164.0,Portefeuille electronique,En ligne,2024-03-20
TXN_6379175,Client_12,Boissons,Article_11_BOI,20.0,3.0,60.0,Espèce,En ligne,2024-03-18
TXN_3829639,Client_20,Meubles,inconnu,0.0,2.0,22.0,Portefeuille electronique,En magasin,2022-03-29
TXN_7607940,Client_09,Patisserie,Article_9_PAT,17.0,7.0,119.0,Carte de credit,En magasin,2023-01-24
TXN_9487221,Client_07,Nourriture,Article_6_NOUR,12.5,2.0,25.0,Carte de credit,En ligne,2022-04-09
TXN_5639217,Client_16,Ordinateurs et accessoires electriques,Article_23_ORDI,38.0,2.0,76.0,Carte de credit,En magasin,2022-07-05
TXN_7034182,Client_04,Boissons,Article_17_BOI,29.0,4.0,116.0,Espèce,En magasin,2022-05-09
TXN_5867303,Client_08,Produit laitier,Article_16_LAIT,27.5,1.0,27.5,Carte de credit,En ligne,2024-08-27
TXN_9644977,Client_17,Bouchers,Article_8_BOU,15.5,8.0,124.0,Carte de credit,En magasin,2022-02-18
TXN_6008262,Client_11,Meubles,Article_6_MEU,12.5,2.0,25.0,Carte de credit,En magasin,2022-11-24
TXN_1654267,Client_03,Produit laitier,Article_25_LAIT,41.0,10.0,410.0,Espèce,En ligne,2024-03-23
TXN_6118838,Client_14,Boissons,Article_7_BOI,14.0,7.0,98.0,Portefeuille electronique,En ligne,2022-09-28
TXN_3515984,Client_22,Produit laitier,Article_2_LAIT,6.5,8.0,52.0,Carte de credit,En magasin,2022-10-02
TXN_1311532,Client_19,Appareil menager electrique,Article_7_ELEC,14.0,4.0,56.0,Portefeuille electronique,En ligne,2022-04-24
TXN_6991111,Client_19,Boissons,Article_1_BOI,5.0,1.0,5.0,Espèce,En ligne,2022-10-02
TXN_7808220,Client_25,Appareil menager electrique,Article_12_ELEC,21.5,1.0,21.5,Carte de credit,En ligne,2024-11-03
TXN_5621708,Client_04,Bouchers,Article_16_BOU,27.5,2.0,55.0,Portefeuille electronique,En ligne,2023-11-29
TXN_3087649,Client_09,Bouchers,Article_3_BOU,8.0,5.0,40.0,Portefeuille electronique,En magasin,2022-09-18
TXN_6161257,Client_02,Produit laitier,Article_11_LAIT,20.0,4.0,80.0,Portefeuille electronique,En ligne,2024-03-16
TXN_8741691,Client_19,Boissons,Article_2_BOI,6.5,1.0,6.5,Portefeuille electronique,En ligne,2024-05-24
TXN_3841423,Client_22,Nourriture,Article_10_NOUR,18.5,4.0,74.0,Espèce,En ligne,2023-07-03
TXN_4989586,Client_01,Nourriture,Article_25_NOUR,41.0,2.0,82.0,Espèce,En ligne,2023-02-24
TXN_3222789,Client_07,Appareil menager electrique,Article_17_ELEC,29.0,6.0,174.0,Espèce,En magasin,2024-01-08
TXN_9504371,Client_22,Bouchers,Article_1_BOU,5.0,3.0,15.0,Carte de credit,En ligne,2024-06-14
TXN_4189375,Client_24,Nourriture,Article_25_NOUR,41.0,9.0,369.0,Espèce,En magasin,2024-05-31
TXN_9825203,Client_20,Meubles,Article_15_MEU,26.0,3.0,78.0,Portefeuille electronique,En magasin,2023-04-16
TXN_3427189,Client_09,Nourriture,inconnu,0.0,9.0,220.5,Espèce,En magasin,2024-04-10
TXN_6798539,Client_23,Boissons,Article_24_BOI,39.5,9.0,355.5,Espèce,En ligne,2024-06-01
TXN_6310599,Client_04,Appareil menager electrique,Article_16_ELEC,27.5,6.0,165.0,Espèce,En ligne,2024-09-22
TXN_7684996,Client_15,Patisserie,inconnu,15.5,0.0,0.0,Portefeuille electronique,En magasin,2022-12-04
TXN_8470431,Client_15,Patisserie,Article_5_PAT,11.0,9.0,99.0,Carte de credit,En magasin,2023-08-19
TXN_5597494,Client_05,Meubles,Article_6_MEU,12.5,5.0,62.5,Carte de credit,En magasin,2024-05-27
TXN_8787072,Client_25,Boissons,Article_7_BOI,14.0,9.0,126.0,Carte de credit,En ligne,2024-08-14
TXN_9183177,Client_24,Boissons,Article_8_BOI,15.5,5.0,77.5,Espèce,En magasin,2024-07-09
TXN_1814602,Client_15,Patisserie,Article_11_PAT,20.0,2.0,40.0,Portefeuille electronique,En ligne,2023-11-17
TXN_8223363,Client_03,Meubles,Article_12_MEU,21.5,10.0,215.0,Espèce,En magasin,2022-08-01
TXN_1408645,Client_18,Boissons,Article_8_BOI,15.5,5.0,77.5,Espèce,En magasin,2024-07-19
TXN_9460439,Client_09,Bouchers,Article_18_BOU,30.5,5.0,152.5,Espèce,En ligne,2022-04-26
TXN_8650516,Client_17,Meubles,Article_25_MEU,41.0,8.0,328.0,Portefeuille electronique,En magasin,2023-06-22
TXN_6882924,Client_07,Patisserie,Article_14_PAT,24.5,3.0,73.5,Carte de credit,En ligne,2023-11-15
TXN_7652286,Client_17,Boissons,Article_15_BOI,26.0,5.0,130.0,Espèce,En ligne,2023-09-10
TXN_2718953,Client_11,Appareil menager electrique,Article_16_ELEC,27.5,7.0,192.5,Espèce,En ligne,2022-01-31
TXN_6042205,Client_02,Patisserie,Article_6_PAT,12.5,9.0,112.5,Carte de credit,En ligne,2024-03-10
TXN_2664086,Client_15,Appareil menager electrique,Article_7_ELEC,14.0,5.0,70.0,Carte de credit,En ligne,2022-04-30
TXN_4501999,Client_10,Boissons,Article_23_BOI,38.0,5.0,190.0,Espèce,En magasin,2024-05-12
TXN_1366514,Client_18,Patisserie,Article_20_PAT,33.5,3.0,100.5,Portefeuille electronique,En magasin,2024-06-21
TXN_3460796,Client_17,Produit laitier,Article_17_LAIT,29.0,5.0,145.0,Portefeuille electronique,En ligne,2022-03-22
TXN_7356793,Client_18,Boissons,Article_17_BOI,29.0,3.0,87.0,Carte de credit,En magasin,2022-01-20
TXN_3651170,Client_25,Patisserie,Article_7_PAT,14.0,3.0,42.0,Portefeuille electronique,En magasin,2022-06-21
TXN_9016705,Client_25,Patisserie,Article_6_PAT,12.5,5.0,62.5,Portefeuille electronique,En magasin,2022-10-24
TXN_8370135,Client_25,Appareil menager electrique,Article_13_ELEC,23.0,4.0,92.0,Carte de credit,En ligne,2024-01-30
TXN_3758485,Client_04,Appareil menager electrique,Article_5_ELEC,11.0,2.0,22.0,Carte de credit,En magasin,2024-10-26
TXN_4743265,Client_14,Produit laitier,Article_6_LAIT,12.5,6.0,75.0,Espèce,En ligne,2022-11-17
TXN_5225733,Client_02,Patisserie,inconnu,0.0,8.0,124.0,Espèce,En ligne,2023-04-08
TXN_4955403,Client_21,Appareil menager electrique,Article_20_ELEC,33.5,6.0,201.0,Espèce,En magasin,2023-01-05
TXN_6910697,Client_05,Produit laitier,Article_3_LAIT,8.0,3.0,24.0,Carte de credit,En magasin,2022-04-01
TXN_7006360,Client_09,Boissons,Article_14_BOI,24.5,5.0,122.5,Carte de credit,En ligne,2022-04-17
TXN_6218720,Client_20,Boissons,Article_7_BOI,14.0,8.0,112.0,Portefeuille electronique,En magasin,2023-06-01
TXN_8257770,Client_15,Bouchers,Article_19_BOU,32.0,4.0,128.0,Carte de credit,En ligne,2024-09-20
TXN_4675937,Client_06,Produit laitier,Article_3_LAIT,8.0,8.0,64.0,Espèce,En magasin,2024-11-16
TXN_3144117,Client_12,Nourriture,Article_10_NOUR,18.5,6.0,111.0,Carte de credit,En ligne,2023-02-24
TXN_1370678,Client_17,Bouchers,Article_3_BOU,8.0,5.0,40.0,Espèce,En ligne,2023-02-14
TXN_3478143,Client_08,Patisserie,Article_20_PAT,33.5,9.0,301.5,Espèce,En ligne,2022-08-12
TXN_3728004,Client_25,Boissons,inconnu,0.0,3.0,46.5,Espèce,En magasin,2022-08-23
TXN_2771791,Client_13,Produit laitier,Article_3_LAIT,8.0,10.0,80.0,Portefeuille electronique,En magasin,2022-03-06
TXN_5963334,Client_07,Ordinateurs et accessoires electriques,inconnu,32.0,0.0,0.0,Espèce,En ligne,2022-02-11
TXN_1446635,Client_01,Meubles,Article_23_MEU,38.0,1.0,38.0,Portefeuille electronique,En ligne,2023-02-09
TXN_5044628,Client_01,Bouchers,Article_25_BOU,41.0,9.0,369.0,Portefeuille electronique,En magasin,2022-01-07
TXN_3976812,Client_23,Boissons,Article_20_BOI,33.5,8.0,268.0,Portefeuille electronique,En ligne,2022-12-22
TXN_4347787,Client_15,Appareil menager electrique,Article_21_ELEC,35.0,3.0,105.0,Portefeuille electronique,En ligne,2022-12-09
TXN_7592178,Client_13,Meubles,Article_5_MEU,11.0,9.0,99.0,Espèce,En ligne,2022-08-19
TXN_9587605,Client_08,Bouchers,Article_5_BOU,11.0,7.0,77.0,Portefeuille electronique,En ligne,2022-11-20
TXN_1245154,Client_13,Meubles,Article_1_MEU,5.0,2.0,10.0,Espèce,En magasin,2024-12-09
TXN_6636511,Client_06,Ordinateurs et accessoires electriques,Article_20_ORDI,33.5,6.0,201.0,Espèce,En magasin,2024-04-23
TXN_9924929,Client_24,Nourriture,Article_24_NOUR,39.5,10.0,395.0,Portefeuille electronique,En ligne,2022-11-16
TXN_6267293,Client_07,Boissons,Article_11_BOI,20.0,4.0,80.0,Espèce,En magasin,2023-12-28
TXN_4004492,Client_03,Produit laitier,Article_2_LAIT,6.5,2.0,13.0,Portefeuille electronique,En magasin,2025-01-15
TXN_9995715,Client_11,Ordinateurs et accessoires electriques,Article_8_ORDI,15.5,8.0,124.0,Espèce,En ligne,2022-01-20
TXN_4815763,Client_03,Appareil menager electrique,Article_5_ELEC,11.0,6.0,66.0,Carte de credit,En ligne,2022-08-03
TXN_8145370,Client_12,Bouchers,Article_16_BOU,27.5,10.0,275.0,Espèce,En magasin,2022-12-13
TXN_3924468,Client_10,Produit laitier,Article_11_LAIT,20.0,3.0,60.0,Espèce,En ligne,2024-09-21
TXN_9052463,Client_04,Boissons,Article_3_BOI,8.0,2.0,16.0,Espèce,En magasin,2022-03-28
TXN_1428733,Client_08,Produit laitier,Article_22_LAIT,36.5,10.0,365.0,Espèce,En magasin,2024-08-21
TXN_6293942,Client_13,Boissons,Article_8_BOI,15.5,3.0,46.5,Portefeuille electronique,En magasin,2022-04-05
TXN_9705595,Client_11,Patisserie,Article_19_PAT,32.0,10.0,320.0,Espèce,En magasin,2022-01-15
TXN_2023468,Client_07,Appareil menager electrique,Article_15_ELEC,26.0,2.0,52.0,Espèce,En magasin,2022-08-15
TXN_7366186,Client_19,Boissons,Article_12_BOI,21.5,2.0,43.0,Espèce,En magasin,2023-07-14
TXN_3416433,Client_10,Appareil menager electrique,inconnu,17.0,0.0,0.0,Portefeuille electronique,En magasin,2022-03-01
TXN_9661106,Client_06,Meubles,Article_8_MEU,15.5,2.0,31.0,Carte de credit,En ligne,2023-10-11
TXN_5958952,Client_22,Produit laitier,Article_22_LAIT,36.5,10.0,365.0,Carte de credit,En magasin,2022-07-07
TXN_8032133,Client_03,Bouchers,Article_23_BOU,38.0,1.0,38.0,Espèce,En ligne,2024-05-05
TXN_2202231,Client_05,Appareil menager electrique,Article_8_ELEC,15.5,1.0,15.5,Carte de credit,En ligne,2024-03-19
TXN_7694552,Client_20,Meubles,Article_23_MEU,38.0,9.0,342.0,Carte de credit,En magasin,2024-05-01
TXN_6474835,Client_19,Bouchers,Article_6_BOU,12.5,10.0,125.0,Espèce,En ligne,2024-07-26
TXN_9655788,Client_05,Produit laitier,Article_7_LAIT,14.0,6.0,84.0,Espèce,En magasin,2023-07-25
TXN_9263121,Client_20,Nourriture,Article_18_NOUR,30.5,7.0,213.5,Carte de credit,En magasin,2024-10-07
TXN_9270410,Client_02,Produit laitier,Article_17_LAIT,29.0,1.0,29.0,Portefeuille electronique,En ligne,2024-04-28
TXN_7762955,Client_18,Patisserie,Article_7_PAT,14.0,9.0,126.0,Espèce,En magasin,2023-09-06
TXN_2417746,Client_11,Produit laitier,Article_11_LAIT,20.0,5.0,100.0,Portefeuille electronique,En ligne,2023-10-29
TXN_4011164,Client_08,Nourriture,Article_20_NOUR,33.5,2.0,67.0,Carte de credit,En magasin,2022-10-13
TXN_5289749,Client_18,Boissons,Article_7_BOI,14.0,4.0,56.0,Portefeuille electronique,En magasin,2023-04-02
TXN_2160657,Client_16,Appareil menager electrique,inconnu,27.5,0.0,0.0,Portefeuille electronique,En ligne,2023-12-23
TXN_9271252,Client_13,Meubles,Article_23_MEU,38.0,1.0,38.0,Espèce,En magasin,2022-04-21
TXN_9896688,Client_12,Meubles,Article_21_MEU,35.0,10.0,350.0,Espèce,En ligne,2022-01-29
TXN_7893362,Client_13,Boissons,Article_14_BOI,24.5,2.0,49.0,Espèce,En ligne,2024-06-03
TXN_5883129,Client_03,Bouchers,Article_23_BOU,38.0,6.0,228.0,Espèce,En magasin,2022-09-10
TXN_2636794,Client_08,Patisserie,Article_10_PAT,18.5,3.0,55.5,Carte de credit,En ligne,2024-05-26
TXN_8036462,Client_23,Ordinateurs et accessoires electriques,Article_11_ORDI,20.0,7.0,140.0,Carte de credit,En ligne,2022-11-17
TXN_7614413,Client_12,Ordinateurs et accessoires electriques,Article_14_ORDI,24.5,8.0,196.0,Carte de credit,En magasin,2022-05-17
TXN_1289671,Client_18,Bouchers,Article_7_BOU,14.0,9.0,126.0,Carte de credit,En magasin,2022-12-25
TXN_5083959,Client_06,Ordinateurs et accessoires electriques,Article_25_ORDI,41.0,3.0,123.0,Carte de credit,En magasin,2024-01-02
TXN_6285433,Client_24,Ordinateurs et accessoires electriques,inconnu,17.0,0.0,0.0,Carte de credit,En magasin,2023-07-18
TXN_1321193,Client_01,Produit laitier,Article_19_LAIT,32.0,5.0,160.0,Espèce,En ligne,2022-03-17
TXN_8635580,Client_22,Appareil menager electrique,Article_19_ELEC,32.0,6.0,192.0,Carte de credit,En magasin,2024-02-07
TXN_5404376,Client_02,Meubles,Article_11_MEU,20.0,4.0,80.0,Carte de credit,En ligne,2024-01-22
TXN_1284624,Client_03,Ordinateurs et accessoires electriques,Article_12_ORDI,21.5,6.0,129.0,Espèce,En magasin,2024-05-17
TXN_5630495,Client_12,Patisserie,Article_15_PAT,26.0,8.0,208.0,Carte de credit,En ligne,2023-01-09
TXN_3961088,Client_04,Meubles,inconnu,0.0,2.0,34.0,Portefeuille electronique,En magasin,2023-03-23
TXN_8619328,Client_02,Appareil menager electrique,Article_4_ELEC,9.5,4.0,38.0,Carte de credit,En ligne,2025-01-11
TXN_9217819,Client_16,Meubles,Article_2_MEU,6.5,8.0,52.0,Portefeuille electronique,En magasin,2022-11-04
TXN_8928987,Client_16,Ordinateurs et accessoires electriques,Article_6_ORDI,12.5,6.0,75.0,Espèce,En ligne,2022-03-01
TXN_6204154,Client_18,Appareil menager electrique,Article_19_ELEC,32.0,10.0,320.0,Portefeuille electronique,En magasin,2022-03-05
TXN_8111132,Client_12,Patisserie,Article_12_PAT,21.5,4.0,86.0,Portefeuille electronique,En ligne,2022-06-16
TXN_9551364,Client_11,Bouchers,inconnu,8.0,0.0,0.0,Carte de credit,En magasin,2022-06-27
TXN_4195168,Client_15,Boissons,Article_11_BOI,20.0,2.0,40.0,Espèce,En magasin,2023-07-01
TXN_6659981,Client_17,Boissons,inconnu,0.0,9.0,153.0,Carte de credit,En ligne,2023-06-19
TXN_7164121,Client_21,Nourriture,Article_10_NOUR,18.5,2.0,37.0,Portefeuille electronique,En ligne,2022-01-08
TXN_6087492,Client_24,Patisserie,inconnu,0.0,3.0,15.0,Carte de credit,En magasin,2023-12-14
